,cluster
société_Novice,0
famille_Novice,-1
familial_Novice,-1
lieu_Novice,0
protecteur_Novice,-1
dédié_Novice,-1
apprentissage_Novice,-1
épanouissement_Novice,-1
transforme_Novice,-1
certains_Novice_enfants_Novice,-1
brutalité_Novice,-1
exil_Novice,-1
devons_Novice_aussi_Novice,-1
mieux_Novice_former_Novice,-1
professionnels_Novice,-1
contact_Novice,-1
enfants_Novice,0
afin_Novice_mieux_Novice,-1
repérer_Novice,-1
symptômes_Novice,-1
agisse_Novice,0
nationale_Novice,-1
atsem_Novice,4
agents_Novice_territoriaux_Novice,4
maternelles_Novice,4
médecins_Novice,-1
veux_Novice_dire_Novice,-1
là_Novice,0
si_Novice,0
améliorons_Novice,-1
intégralité_Novice,-1
ensemble_Novice,0
composantes_Novice,-1
parviendrons_Novice,-1
aider_Novice,0
être_Novice,0
durablement_Novice,-1
adultes_Novice,-1
autonomes_Novice,-1
tout_Novice_sens_Novice,-1
mois_Novice_avril_Novice,-1
dernier_Novice,0
ensemble_Novice_parties_Novice,2
départements_Novice,-1
services_Novice_état_Novice,-1
associations_Novice,0
effectifs_Novice,-1
personnels_Novice,-1
devraient_Novice,-1
tout_Novice_abord_Novice,0
grossir_Novice,-1
afin_Novice,0
augmenter_Novice,5
temps_Novice,0
présence_Novice,-1
auprès_Novice,-1
quatre_Novice,-1
vue_Novice,0
modifier_Novice,-1
profondeur_Novice,-1
tous_Novice_cinq_Novice,6
jours_Novice,0
madame_Novice,-1
vanceunebrock_Novice_mialon_Novice,-1
enfant_Novice,0
coups_Novice,-1
parents_Novice,0
lorsque_Novice,0
irons_Novice,-1
tous_Novice,0
soir_Novice,0
plus_Novice_cinquante_Novice,-1
enfants_Novice_victimes_Novice,-1
violences_Novice_sexuelles_Novice,-1
pays_Novice,0
parfois_Novice,0
immeubles_Novice,-1
autre_Novice_côté_Novice,-1
mur_Novice,-1
pourtant_Novice,0
seulement_Novice,0
personne_Novice,0
quant_Novice,0
violences_Novice_exercées_Novice,-1
professionnel_Novice,-1
a_Novice_ceci_Novice,-1
terrible_Novice,-1
crime_Novice,-1
sans_Novice,0
peut_Novice,0
revenir_Novice,-1
si_Novice_parle_Novice,-1
entendu_Novice,-1
écouté_Novice,-1
amendement_Novice_satisfait_Novice,-1
avis_Novice_défavorable_Novice,0
veux_Novice,0
réaffirmer_Novice,-1
fortement_Novice,-1
suite_Novice,0
rapporteur_Novice,0
question_Novice,0
lever_Novice,-1
interdiction_Novice,-1
production_Novice,-1
embryons_Novice,-1
cadre_Novice,0
recherche_Novice,-1
souligné_Novice,0
cette_Novice,0
inscrite_Novice,-1
partie_Novice,0
code_Novice_santé_Novice,-1
publique_Novice,0
relative_Novice,-1
embryon_Novice,-1
règles_Novice,0
désignation_Novice,-1
parlementaires_Novice,0
organisme_Novice,-1
relèvent_Novice,-1
assemblée_Novice,0
conséquent_Novice,0
remets_Novice_sagesse_Novice,-1
faut_Novice_aussi_Novice,-1
savoir_Novice,0
raconter_Novice,-1
belles_Novice,-1
histoires_Novice,-1
système_Novice_protection_Novice,-1
enfance_Novice,7
a_Novice_beaucoup_Novice,-1
parler_Novice,0
va_Novice,0
mal_Novice,-1
finit_Novice,-1
stigmatiser_Novice,-1
peau_Novice,-1
disent_Novice,-1
image_Novice,-1
fois_Novice,0
devenus_Novice,-1
applaudissements_Novice_bancs_Novice,8
groupe_Novice_larem_Novice,8
plus_Novice_clair_Novice,-1
dont_Novice_partage_Novice,-1
analyse_Novice,-1
cet_Novice_amendement_Novice,0
semble_Novice,0
comprends_Novice_bien_Novice,-1
objet_Novice,0
agit_Novice_revenir_Novice,-1
cas_Novice,0
tiens_Novice_préciser_Novice,-1
ajout_Novice,-1
visait_Novice,-1
prévoir_Novice,-1
couples_Novice,-1
engagés_Novice,-1
parcours_Novice,-1
amp_Novice,9
informés_Novice,-1
dispositions_Novice_légales_Novice,-1
cas_Novice_décès_Novice,-1
leurs_Novice,0
deux_Novice_membres_Novice,-1
semble_Novice_pertinent_Novice,-1
texte_Novice_adopté_Novice,-1
commission_Novice,0
favoriser_Novice,-1
proposition_Novice_loi_Novice,0
appuie_Novice,-1
autres_Novice_dispositions_Novice,-1
notamment_Novice,0
plusieurs_Novice_entre_Novice,-1
parlé_Novice,-1
songe_Novice,-1
avant_Novice_âge_Novice,6
puis_Novice,0
six_Novice_mois_Novice,0
disposition_Novice,-1
ajoutée_Novice,-1
texte_Novice_initial_Novice,-1
jusqu_Novice_ans_Novice,-1
demande_Novice,0
inscription_Novice_loi_Novice,-1
tiers_Novice_confiance_Novice,-1
mentionnés_Novice,-1
mme_Novice,0
enfin_Novice,0
accès_Novice_prioritaire_Novice,-1
logement_Novice_social_Novice,-1
avis_Novice,0
défavorable_Novice_ensemble_Novice,0
amendements_Novice_tendant_Novice,-1
loi_Novice_fixe_Novice,-1
probablement_Novice,-1
inférieur_Novice_celui_Novice,-1
défini_Novice_décret_Novice,-1
étude_Novice_impact_Novice,-1
défavorable_Novice,0
nouvelle_Novice_organisation_Novice,10
urgences_Novice_centre_Novice,11
hospitalier_Novice,11
jura_Novice,-1
sud_Novice,-1
cours_Novice_discussion_Novice,-1
agence_Novice_régionale_Novice,-1
bourgogne_Novice_franche_Novice,12
comté_Novice,12
soutient_Novice,-1
conduit_Novice,-1
équipes_Novice,-1
centre_Novice_hospitalier_Novice,13
lien_Novice,-1
ensemble_Novice_acteurs_Novice,14
concernés_Novice,-1
sachant_Novice,-1
insiste_Novice,-1
effectue_Novice,-1
appui_Novice,-1
expert_Novice,-1
objectif_Novice_bien_Novice,-1
améliorer_Novice_qualité_Novice,-1
accueil_Novice,-1
tout_Novice_garantissant_Novice,-1
sécurité_Novice,0
prises_Novice_charge_Novice,-1
services_Novice,0
mobiles_Novice,-1
urgence_Novice,0
réanimation_Novice,-1
tel_Novice_enjeu_Novice,-1
majeur_Novice,-1
sûre_Novice,-1
non_Novice,0
pu_Novice_entendre_Novice,-1
ici_Novice_là_Novice,-1
moyens_Novice,0
puisque_Novice_tous_Novice,-1
établissements_Novice,-1
financés_Novice,-1
selon_Novice,0
mêmes_Novice_règles_Novice,-1
gouvernement_Novice_a_Novice,0
réagi_Novice,-1
rapidement_Novice,-1
plan_Novice,0
accès_Novice_soins_Novice,-1
peu_Novice,0
après_Novice_élection_Novice,-1
dont_Novice_objectif_Novice,-1
dépasser_Novice,-1
seule_Novice,0
politique_Novice,0
incitation_Novice,-1
installation_Novice,-1
laquelle_Novice,0
illusion_Novice,-1
défendue_Novice,-1
certains_Novice_bancs_Novice,-1
alors_Novice,0
effets_Novice,15
connus_Novice,-1
situation_Novice_dramatique_Novice,-1
millions_Novice_personnes_Novice,-1
avoir_Novice,0
touchées_Novice,-1
chiffre_Novice,-1
conforme_Novice,-1
étude_Novice,-1
plus_Novice_complète_Novice,-1
sujet_Novice,0
réalisée_Novice,-1
états_Novice_unis_Novice,-1
constat_Novice,-1
dressé_Novice,-1
organisation_Novice_mondiale_Novice,16
promesse_Novice,-1
société_Novice_confiance_Novice,17
nécessite_Novice,-1
transparence_Novice,-1
part_Novice,0
administration_Novice,-1
logique_Novice,0
préside_Novice,-1
propose_Novice_instaurer_Novice,-1
droit_Novice_connaître_Novice,18
situation_Novice,0
administrative_Novice,-1
état_Novice_avancement_Novice,-1
traitement_Novice,0
demandes_Novice,-1
administratives_Novice,-1
protéger_Novice_enfants_Novice,-1
passe_Novice_aussi_Novice,-1
renforcement_Novice,-1
élargissement_Novice,-1
plan_Novice_lutte_Novice,19
contre_Novice_violences_Novice,19
auquel_Novice,-1
travaillons_Novice_ensemble_Novice,-1
ministres_Novice_concernés_Novice,-1
donnera_Novice_lieu_Novice,-1
annonces_Novice,-1
fortes_Novice,-1
second_Novice_semestre_Novice,-1
éviter_Novice,20
engorgement_Novice,-1
urgences_Novice,-1
préconisez_Novice,-1
créer_Novice_nouvelle_Novice,-1
catégorie_Novice,-1
structures_Novice,-1
mi_Novice_chemin_Novice,-1
générale_Novice,-1
traditionnelle_Novice,-1
services_Novice_urgence_Novice,-1
appelée_Novice,-1
point_Novice,0
soins_Novice,0
immédiats_Novice,-1
cette_Novice_catégorie_Novice,-1
nombre_Novice,0
répondent_Novice_critères_Novice,-1
médecine_Novice_urgence_Novice,-1
biais_Novice,-1
ars_Novice,-1
agira_Novice,-1
labelliser_Novice,21
durée_Novice_cinq_Novice,22
capables_Novice,0
accueillir_Novice,-1
patients_Novice,0
soins_Novice_non_Novice,23
programmés_Novice,23
situations_Novice,-1
quatrième_Novice,-1
levier_Novice,-1
diversification_Novice,-1
perspectives_Novice_carrière_Novice,-1
offertes_Novice,-1
matière_Novice_recherche_Novice,-1
puisque_Novice,0
ministère_Novice,-1
assure_Novice,-1
depuis_Novice_nombreuses_Novice,24
années_Novice,0
pilotage_Novice,-1
programmes_Novice,-1
via_Novice,-1
appels_Novice_projets_Novice,-1
nationaux_Novice,-1
pense_Novice_notamment_Novice,0
programme_Novice,-1
évaluer_Novice,-1
efficience_Novice,-1
technologies_Novice,-1
celui_Novice,0
performance_Novice,-1
système_Novice_soins_Novice,-1
évalue_Novice,-1
organisations_Novice_professionnelles_Novice,-1
pratiques_Novice,0
dit_Novice,0
article_Novice,0
peux_Novice,-1
adhérer_Novice,-1
excellent_Novice,-1
exposé_Novice_motifs_Novice,-1
ministre_Novice,0
créer_Novice_droit_Novice,-1
inconditionnel_Novice,-1
instruction_Novice,-1
dossier_Novice,-1
certain_Novice_nombre_Novice,0
entreprises_Novice_particuliers_Novice,-1
vécu_Novice,-1
cette_Novice_situation_Novice,-1
où_Novice,0
pièce_Novice,-1
arrête_Novice,-1
cette_Novice_mesure_Novice,0
importante_Novice,-1
réduire_Novice_délais_Novice,-1
octroi_Novice,-1
droits_Novice,0
commencer_Novice,-1
orateurs_Novice,-1
qualité_Novice,0
leurs_Novice_interventions_Novice,-1
accord_Novice,0
tout_Novice,0
occasion_Novice_revenir_Novice,-1
cours_Novice_débat_Novice,-1
chose_Novice,-1
propos_Novice_laquelle_Novice,-1
accordons_Novice,-1
pense_Novice,0
nécessité_Novice,0
sortir_Novice,-1
statu_Novice_quo_Novice,-1
permettre_Novice_chaque_Novice,-1
accéder_Novice_autonomie_Novice,-1
reviendrai_Novice,-1
enfin_Novice_texte_Novice,-1
plus_Novice_protecteur_Novice,-1
auparavant_Novice,-1
madame_Novice_faucillon_Novice,-1
trois_Novice_ans_Novice,0
jusqu_Novice_âge_Novice,-1
vingt_Novice_quatre_Novice,25
mois_Novice,0
comme_Novice,0
proposait_Novice,-1
amendements_Novice,0
agissant_Novice,0
enjeux_Novice,26
territoriaux_Novice,-1
point_Novice_équilibre_Novice,-1
a_Novice_trouvé_Novice,-1
permettant_Novice,0
installer_Novice,-1
comue_Novice,-1
crous_Novice,-1
rectorat_Novice,-1
proximité_Novice,-1
immédiate_Novice,-1
besançon_Novice,-1
grand_Novice,0
région_Novice,-1
pris_Novice_engagements_Novice,-1
financiers_Novice,-1
significatifs_Novice,-1
cet_Novice_égard_Novice,-1
second_Novice_point_Novice,-1
savoir_Novice_si_Novice,-1
cet_Novice_accompagnement_Novice,-1
obligatoire_Novice,-1
dispose_Novice,-1
président_Novice_conseil_Novice,-1
départemental_Novice,-1
engage_Novice,-1
obligatoirement_Novice,-1
mot_Novice,-1
figure_Novice,-1
noir_Novice_blanc_Novice,-1
dire_Novice,0
critères_Novice,-1
prise_Novice_charge_Novice,-1
plus_Novice_larges_Novice,-1
initialement_Novice_prévu_Novice,-1
exemple_Novice,0
absence_Novice,0
logement_Novice,-1
sécurisant_Novice,-1
supprimée_Novice,-1
permettez_Novice_tout_Novice,27
nicole_Novice_belloubet_Novice,-1
garde_Novice_sceaux_Novice,-1
porte_Novice_voix_Novice,-1
cet_Novice_après_Novice,28
midi_Novice,28
législateur_Novice,-1
pourtant_Novice_bien_Novice,-1
fait_Novice,0
choses_Novice,-1
miroir_Novice,-1
abaissement_Novice_âge_Novice,-1
prévu_Novice,-1
accompagnement_Novice_jeunes_Novice,-1
majeurs_Novice,-1
missions_Novice,0
aide_Novice_sociale_Novice,7
a_Novice_renforcé_Novice,-1
obligations_Novice,-1
prévoyant_Novice,-1
correctement_Novice,-1
anticipée_Novice,-1
prépare_Novice,-1
député_Novice,0
bien_Novice_conscience_Novice,-1
engagement_Novice,0
ambulanciers_Novice,-1
service_Novice,0
français_Novice,0
souhaite_Novice,0
dispositifs_Novice,0
soutenir_Novice_entreprises_Novice,-1
leurs_Novice_salariés_Novice,-1
afin_Novice_elles_Novice,-1
puissent_Novice_continuer_Novice,-1
assumer_Novice,-1
mission_Novice_service_Novice,29
public_Novice,0
rôle_Novice_essentiel_Novice,-1
système_Novice_santé_Novice,-1
objectif_Novice_cet_Novice,-1
permettre_Novice,0
autoconservation_Novice_gamètes_Novice,-1
encourager_Novice,-1
pourquoi_Novice,0
limites_Novice,-1
restant_Novice,-1
prélèvement_Novice,-1
ovocytes_Novice,-1
geste_Novice,-1
anodin_Novice,-1
cadres_Novice,-1
rapport_Novice_entre_Novice,-1
bénéfices_Novice,-1
risques_Novice,-1
favorable_Novice,0
autre_Novice_part_Novice,0
opposés_Novice,-1
prolongement_Novice,-1
tel_Novice_quel_Novice,-1
institution_Novice,-1
cours_Novice_années_Novice,-1
venir_Novice,0
sujet_Novice_occupe_Novice,-1
transpartisan_Novice,-1
aimerais_Novice,0
cette_Novice_approche_Novice,-1
transpartisane_Novice,-1
car_Novice_répète_Novice,-1
met_Novice,-1
tous_Novice_accord_Novice,-1
permettre_Novice_jeunes_Novice,-1
tour_Novice,-1
brièvement_Novice,-1
pourrait_Novice_opposer_Novice,-1
référentiel_Novice_national_Novice,-1
garantir_Novice,0
davantage_Novice,0
institutions_Novice,-1
mobiliser_Novice,-1
société_Novice_tout_Novice,-1
entière_Novice,30
repérage_Novice,-1
violences_Novice,31
leurs_Novice_droits_Novice,-1
fondamentaux_Novice,-1
droit_Novice,0
effectif_Novice,-1
heures_Novice_vingt_Novice,25
quatre_Novice_sept_Novice,25
jours_Novice_sept_Novice,25
voie_Novice_numérique_Novice,-1
privilégier_Novice,-1
déplaise_Novice,-1
bernalicis_Novice,-1
envoyez_Novice,-1
colis_Novice,-1
poste_Novice,-1
pouvez_Novice,0
cours_Novice,0
acheminement_Novice,-1
livré_Novice,-1
effectivement_Novice,0
devez_Novice,-1
pouvoir_Novice,0
connaître_Novice_état_Novice,-1
avancement_Novice,-1
rappelé_Novice,0
fonctionnement_Novice,0
entravé_Novice,-1
dernières_Novice_années_Novice,-1
accumulation_Novice,-1
difficultés_Novice,32
gouvernance_Novice,-1
interne_Novice,-1
delà_Novice,0
cet_Novice_enjeu_Novice,-1
important_Novice,0
site_Novice,-1
question_Novice_porte_Novice,-1
consolidation_Novice,-1
offre_Novice_formation_Novice,-1
souci_Novice,-1
respect_Novice,0
unité_Novice,-1
politique_Novice_menée_Novice,-1
tel_Novice,0
état_Novice_droit_Novice,-1
gouvernement_Novice,0
grand_Novice_chose_Novice,-1
ajouter_Novice,-1
propos_Novice_mme_Novice,33
rapporteure_Novice_voudrais_Novice,0
revanche_Novice,0
répondre_Novice,-1
interventions_Novice,-1
cadre_Novice_discussion_Novice,-1
hier_Novice_soir_Novice,-1
financent_Novice,-1
déjà_Novice,0
nombreux_Novice,0
champs_Novice,-1
dizaine_Novice,-1
projets_Novice,0
champ_Novice,-1
télésanté_Novice,-1
depuis_Novice_création_Novice,-1
titre_Novice_exemple_Novice,-1
projet_Novice,0
portant_Novice,-1
après_Novice,0
syndrome_Novice,-1
a_Novice_retenu_Novice,-1
bénéficier_Novice,-1
tandis_Novice,-1
évaluation_Novice,-1
télé_Novice,-1
expertises_Novice,-1
dentaires_Novice,34
établissements_Novice_hébergement_Novice,35
personnes_Novice_âgées_Novice,-1
dépendantes_Novice_ehpad_Novice,35
obtenir_Novice,-1
beaucoup_Novice,0
doutent_Novice,-1
savent_Novice_quoi_Novice,-1
lendemain_Novice,-1
comme_Novice_disait_Novice,-1
paul_Novice,36
près_Novice,0
laisseront_Novice,-1
bel_Novice,-1
vie_Novice,0
connaissez_Novice,-1
quart_Novice,-1
jeunes_Novice_moins_Novice,-1
vivent_Novice,-1
aujourd_Novice_hui_Novice,0
rue_Novice,-1
passés_Novice,-1
regrettez_Novice,-1
aussi_Novice,0
certaines_Novice_mesures_Novice,-1
sociales_Novice,37
figurent_Novice,-1
dispositions_Novice_prises_Novice,-1
depuis_Novice_plusieurs_Novice,24
semaines_Novice,0
accompagner_Novice_concitoyens_Novice,-1
entreprises_Novice,0
pendant_Novice_crise_Novice,-1
mêmes_Novice_raisons_Novice,0
mois_Novice_juillet_Novice,-1
novembre_Novice,-1
derniers_Novice,0
comité_Novice_pilotage_Novice,-1
regretté_Novice,-1
constater_Novice,-1
faibles_Novice,-1
évolutions_Novice,-1
allant_Novice_sens_Novice,-1
cela_Novice_a_Novice,0
frédérique_Novice_vidal_Novice,-1
ministre_Novice_enseignement_Novice,38
supérieur_Novice_recherche_Novice,38
innovation_Novice,-1
guillaume_Novice,-1
secrétaire_Novice_général_Novice,-1
grand_Novice_plan_Novice,-1
investissement_Novice,0
nom_Novice,0
courrier_Novice,-1
mois_Novice_novembre_Novice,-1
mise_Novice_place_Novice,-1
plan_Novice_action_Novice,-1
sein_Novice,0
dessiner_Novice,-1
chemin_Novice,-1
critique_Novice,-1
remplir_Novice_objectifs_Novice,-1
permettront_Novice,0
conforter_Novice,-1
dont_Novice_bénéficie_Novice,-1
université_Novice,-1
doit_Novice_recevoir_Novice,-1
fin_Novice,0
premier_Novice_trimestre_Novice,-1
donc_Novice,0
occasion_Novice_échanger_Novice,-1
moment_Novice_venu_Novice,-1
propres_Novice,-1
formation_Novice,0
recteur_Novice,-1
académie_Novice,-1
jean_Novice_françois_Novice,-1
a_Novice_nommé_Novice,-1
administrateur_Novice,-1
provisoire_Novice,-1
période_Novice,-1
minimum_Novice,-1
reconnue_Novice,-1
expérience_Novice,-1
tant_Novice_ancien_Novice,-1
académique_Novice,-1
hauts_Novice_france_Novice,-1
président_Novice,0
metz_Novice,-1
nouvelle_Novice_gouvernance_Novice,-1
travaille_Novice,-1
nouveau_Novice,0
sens_Novice,0
constructif_Novice,-1
remercie_Novice_madame_Novice,0
porté_Novice,-1
haut_Novice,-1
plus_Novice_particulièrement_Novice,-1
sorties_Novice,-1
dites_Novice,0
sèches_Novice,-1
sein_Novice_hémicycle_Novice,-1
tant_Novice,0
faire_Novice,0
protection_Novice_enfance_Novice,-1
général_Novice,-1
priorité_Novice,-1
médiatique_Novice,-1
sais_Novice_gré_Novice,-1
grandement_Novice,-1
contribué_Novice,-1
défendant_Novice,-1
présente_Novice_proposition_Novice,0
mme_Novice_firmin_Novice,39
bodo_Novice,39
viry_Novice,-1
interrogés_Novice,-1
éventualité_Novice,-1
transfert_Novice,-1
charges_Novice,-1
garanties_Novice,-1
financières_Novice,-1
assortie_Novice,-1
comment_Novice_pouvons_Novice,-1
assurer_Novice_pérennité_Novice,-1
montant_Novice,40
annoncé_Novice,-1
inscription_Novice,-1
finances_Novice,-1
tests_Novice,-1
nécessaires_Novice,-1
aboutir_Novice,-1
utilisation_Novice_gamètes_Novice,-1
produits_Novice,0
cadre_Novice_amp_Novice,-1
pourraient_Novice,0
donc_Novice_être_Novice,-1
proposons_Novice,0
retirer_Novice_défaut_Novice,0
quoi_Novice,0
mme_Novice_garde_Novice,0
sceaux_Novice,0
travaillons_Novice,-1
notamment_Novice_biais_Novice,-1
unités_Novice,-1
médico_Novice_judiciaires_Novice,41
madame_Novice_présidente_Novice,0
commission_Novice_affaires_Novice,37
permettez_Novice,0
remercier_Novice,-1
travail_Novice_effectué_Novice,-1
ensemble_Novice_députés_Novice,-1
hier_Novice_matin_Novice,-1
nord_Novice,-1
département_Novice,-1
proche_Novice,-1
vôtre_Novice,-1
exprimé_Novice,-1
comme_Novice_ceux_Novice,-1
téléphone_Novice,-1
depuis_Novice,0
satisfaction_Novice,-1
annonces_Novice_faites_Novice,-1
partageons_Novice,-1
évidemment_Novice,0
consommation_Novice,-1
substances_Novice_psychoactives_Novice,-1
alcool_Novice,-1
facteur_Novice,-1
phénomènes_Novice,-1
violence_Novice,-1
évoquées_Novice,-1
montré_Novice,-1
présent_Novice,-1
condamnations_Novice,-1
familiales_Novice,42
viol_Novice_agression_Novice,43
sexuelle_Novice,43
plus_Novice_moitié_Novice,-1
homicides_Novice,-1
moins_Novice,0
substance_Novice,-1
susceptible_Novice,-1
altérer_Novice,-1
discernement_Novice,-1
moment_Novice,0
raisonnement_Novice,-1
donc_Novice_avis_Novice,0
mme_Novice_rapporteure_Novice,0
publication_Novice,-1
candidate_Novice,-1
présidence_Novice,-1
agence_Novice_biomédecine_Novice,-1
a_Novice_effectivement_Novice,-1
audition_Novice,-1
tamarelle_Novice_verhaeghe_Novice,-1
règles_Novice_bonnes_Novice,-1
revues_Novice,-1
elles_Novice_feront_Novice,-1
arrêté_Novice_ministériel_Novice,-1
opposables_Novice,-1
répondra_Novice,-1
intention_Novice,-1
poursuivez_Novice,-1
besoin_Novice,0
faire_Novice_figurer_Novice,-1
accompagne_Novice,-1
depuis_Novice_vingt_Novice,22
cinq_Novice_ans_Novice,0
comme_Novice_rappelé_Novice,-1
mme_Novice_ministre_Novice,0
ici_Novice,0
rassurée_Novice,-1
réitère_Novice,-1
demande_Novice_retrait_Novice,0
lève_Novice,-1
gage_Novice,-1
invite_Novice_donc_Novice,-1
assemblée_Novice_rejeter_Novice,0
concerne_Novice,0
condition_Novice,-1
dix_Novice_huit_Novice,-1
ajouterai_Novice,-1
rien_Novice,0
instant_Novice,-1
si_Novice_permettez_Novice,-1
propos_Novice_tenus_Novice,-1
auxquels_Novice,-1
adhère_Novice,-1
entièrement_Novice,-1
conditions_Novice,0
réussir_Novice,-1
première_Novice,0
financier_Novice,-1
état_Novice,0
trouve_Novice,0
écho_Novice,-1
équivalent_Novice,-1
objectifs_Novice,0
indicateurs_Novice,-1
résultat_Novice,-1
précis_Novice,-1
exigeants_Novice,-1
libérer_Novice_parole_Novice,-1
mieux_Novice_accueillir_Novice,-1
donner_Novice_plus_Novice,-1
numéro_Novice,-1
téléphonique_Novice,-1
sûr_Novice,-1
chaque_Novice,0
appel_Novice,-1
recevra_Novice,-1
réponse_Novice,0
excuser_Novice,-1
devait_Novice_être_Novice,-1
a_Novice_dû_Novice,-1
rendre_Novice,0
rouen_Novice,-1
frappé_Novice,-1
ville_Novice,-1
hier_Novice,0
décidé_Novice,0
changer_Novice_paradigme_Novice,-1
désormais_Novice,0
temps_Novice_médical_Novice,-1
accessible_Novice,-1
encore_Novice,0
coopération_Novice,-1
interprofessionnelle_Novice,-1
savez_Novice,0
a_Novice_débattu_Novice,-1
cet_Novice_hémicycle_Novice,44
mesures_Novice_concrètes_Novice,-1
consistent_Novice,-1
développer_Novice,0
délégations_Novice,-1
tâche_Novice,-1
quantité_Novice,-1
soins_Novice_proximité_Novice,-1
réorganiser_Novice,-1
hôpitaux_Novice,-1
assurer_Novice,0
usage_Novice,-1
a_Novice_jamais_Novice,-1
état_Novice_urgence_Novice,45
avis_Novice_favorable_Novice,0
inscrire_Novice_loi_Novice,-1
cette_Novice_disposition_Novice,0
telle_Novice,0
prévue_Novice,-1
détaillé_Novice,-1
dispositif_Novice,0
existe_Novice_aujourd_Novice,46
hui_Novice,-1
allons_Novice,0
instaurer_Novice,-1
accès_Novice,0
veux_Novice_également_Novice,-1
remercier_Novice_tous_Novice,-1
concourent_Novice,-1
cet_Novice_objectif_Novice,-1
perrine_Novice_goulet_Novice,-1
alain_Novice,-1
ramadier_Novice,-1
mission_Novice_parlementaire_Novice,-1
information_Novice,-1
train_Novice,-1
mener_Novice,-1
maud_Novice_petit_Novice,-1
ordinaires_Novice,-1
xavier_Novice,-1
a_Novice_constitué_Novice,-1
sénat_Novice,0
groupe_Novice_travail_Novice,47
paul_Novice_christophe_Novice,-1
département_Novice_nord_Novice,-1
